통계분야,통계유형,통계명,통계표명,랜딩페이지주소
건설,승인통계,기계설비산업실태조사,공공공사의 원도급 수주율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6643
건설,승인통계,기계설비산업실태조사,공공공사의 원도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6642
건설,승인통계,기계설비산업실태조사,공공공사의 원도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6895
건설,승인통계,기계설비산업실태조사,공공공사의 하도급 공사 실행률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6653
건설,승인통계,기계설비산업실태조사,공공공사의 하도급 낙찰률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6651
건설,승인통계,기계설비산업실태조사,공공공사의 하도급 수주율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6648
건설,승인통계,기계설비산업실태조사,공공공사의 하도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6897
건설,승인통계,기계설비산업실태조사,공공공사의 하도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6647
건설,승인통계,기계설비산업실태조사,근속연수별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6607
건설,승인통계,기계설비산업실태조사,금년 공사현장의 산업재해 발생 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6675
건설,승인통계,기계설비산업실태조사,금년 기계설비분야 평균 연구개발 건수 및 투자액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6622
건설,승인통계,기계설비산업실태조사,금년 대비 내년 업황 전망,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6620
건설,승인통계,기계설비산업실태조사,금년 외부기관으로부터 지원 받은 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6625
건설,승인통계,기계설비산업실태조사,금년 원도급자로부터 부당요구(계약 체결 또는 건설공사의 시공 관련)를 강요당한 경험 및 공사비율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6664
건설,승인통계,기계설비산업실태조사,금년 재무 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6892
건설,승인통계,기계설비산업실태조사,금년 재무 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6614
건설,승인통계,기계설비산업실태조사,금년 표준시장단가 적용 건설공사의 공사비 산정방식별 평균 비중,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6671
건설,승인통계,기계설비산업실태조사,금년 표준시장단가 적용 건설공사의 수주경험,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6670
건설,승인통계,기계설비산업실태조사,기계설비공사업 근속연수별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6889
건설,승인통계,기계설비산업실태조사,기계설비공사업 기술자격별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6891
건설,승인통계,기계설비산업실태조사,기계설비공사업 분야별 매출 비중,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6893
건설,승인통계,기계설비산업실태조사,기계설비공사업 분야별 매출 비중,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6615
건설,승인통계,기계설비산업실태조사,기계설비공사업 학력별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6890
건설,승인통계,기계설비산업실태조사,기계설비공사업 해외 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6894
건설,승인통계,기계설비산업실태조사,기계설비법 제정에 따른 사업 강화 계획 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6660
건설,승인통계,기계설비산업실태조사,기계설비법 제정의 기대효과 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6659
건설,승인통계,기계설비산업실태조사,기계설비산업 관련 사업활동 수행의 애로사항 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6626
건설,승인통계,기계설비산업실태조사,"기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (개발 : 품질관리, 신기술 개발 등 R&D 지원)",https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6631
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인력컨설팅 : 고급인력 양성 및 교육지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6636
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인력컨설팅 : 기계설비 관련 분야 전용 인력채용 통로 제공),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6637
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인력컨설팅 : 기능인력 양성 및 교육지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6635
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인력컨설팅 : 신규 채용인력 인건비 지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6638
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인프라 : 신기술 개발 시설·장비 지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6639
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (인프라 : 지원시설 제공),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6640
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (자금 : 세금 감면 지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6630
건설,승인통계,기계설비산업실태조사,"기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (자금 : 융자, 외부투자 등 자금지원)",https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6629
건설,승인통계,기계설비산업실태조사,"기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (제도 : 공공, 민간 간의 소통활성화를 위한 창구마련)",https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6628
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (판로 : 정부 발주사업의 다양화),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6634
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (판로 : 해외 시장 및 기술 정보제공 확대),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6633
건설,승인통계,기계설비산업실태조사,기계설비산업 육성을 위한 유형별 정책 지원사항 필요 정도 (판로 : 해외진출지원사업 확대),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6632
건설,승인통계,기계설비산업실태조사,기술자격별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6609
건설,승인통계,기계설비산업실태조사,기업 인증 보유현황 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6598
건설,승인통계,기계설비산업실태조사,기타종사자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6887
건설,승인통계,기계설비산업실태조사,기타종사자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6605
건설,승인통계,기계설비산업실태조사,무급가족종사자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6604
건설,승인통계,기계설비산업실태조사,무급가족종사자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6886
건설,승인통계,기계설비산업실태조사,민간공사의 원도급 수주율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6645
건설,승인통계,기계설비산업실태조사,민간공사의 원도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6644
건설,승인통계,기계설비산업실태조사,민간공사의 원도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6896
건설,승인통계,기계설비산업실태조사,민간공사의 하도급 공사 실행률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6654
건설,승인통계,기계설비산업실태조사,민간공사의 하도급 낙찰률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6652
건설,승인통계,기계설비산업실태조사,민간공사의 하도급 수주율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6650
건설,승인통계,기계설비산업실태조사,민간공사의 하도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6898
건설,승인통계,기계설비산업실태조사,민간공사의 하도급 입찰/수주 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6649
건설,승인통계,기계설비산업실태조사,발주자와 원도급자의 서면승낙을 모두 받아 재하도급을 하도록 하는 현행 제도에 대한 견해,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6665
건설,승인통계,기계설비산업실태조사,법정직무교육의 근로자 역량제고 및 업무에 도움 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6672
건설,승인통계,기계설비산업실태조사,법정직무교육이 도움되지 않는 이유 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6673
건설,승인통계,기계설비산업실태조사,부당하게 하도급대금을 감액 당한 이유 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6663
건설,승인통계,기계설비산업실태조사,사업분야 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6882
건설,승인통계,기계설비산업실태조사,사업분야 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6600
건설,승인통계,기계설비산업실태조사,산업재산권 유형별 국내 등록 평균 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6623
건설,승인통계,기계설비산업실태조사,산업재산권 유형별 국외 등록 평균 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6624
건설,승인통계,기계설비산업실태조사,상용근로자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6883
건설,승인통계,기계설비산업실태조사,상용근로자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6601
건설,승인통계,기계설비산업실태조사,상장/코스닥,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6599
건설,승인통계,기계설비산업실태조사,안전관리비가 부족한 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6677
건설,승인통계,기계설비산업실태조사,연간 인건비 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6606
건설,승인통계,기계설비산업실태조사,연구개발(R&D)을 위한 전담 부서 또는 인력 보유 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6621
건설,승인통계,기계설비산업실태조사,운영자금 주요 조달방법,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6618
건설,승인통계,기계설비산업실태조사,원도급공사에서 안전관리비로 가장 많이 지출되는 항목 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6678
건설,승인통계,기계설비산업실태조사,원도급업자의 추가공사작업 지시 및 조치 형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6662
건설,승인통계,기계설비산업실태조사,원도급업체가 지급하는 안전관리비의 적정성,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6676
건설,승인통계,기계설비산업실태조사,인력 채용이 어려운 이유 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6613
건설,승인통계,기계설비산업실태조사,일용근로자 고용 시 애로사항 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6658
건설,승인통계,기계설비산업실태조사,임시 및 일용근로자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6884
건설,승인통계,기계설비산업실태조사,임시 및 일용근로자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6602
건설,승인통계,기계설비산업실태조사,자금사정이 악화되는 주요 원인,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6616
건설,승인통계,기계설비산업실태조사,자금악화 현상 개선을 위한 주된 방안,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6617
건설,승인통계,기계설비산업실태조사,자영업자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6603
건설,승인통계,기계설비산업실태조사,자영업자 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6885
건설,승인통계,기계설비산업실태조사,작년 대비 금년 업황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6619
건설,승인통계,기계설비산업실태조사,저가 투찰한 주된 원인,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6655
건설,승인통계,기계설비산업실태조사,저가로 낙찰된 공사의 수행방법 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6656
건설,승인통계,기계설비산업실태조사,조직형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6597
건설,승인통계,기계설비산업실태조사,주계약자 공동도급제도 활성화를 위해 필요한 사항 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6667
건설,승인통계,기계설비산업실태조사,주계약자 공동도급제도의 확대·적용이 필요한 이유 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6666
건설,승인통계,기계설비산업실태조사,총 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6888
건설,승인통계,기계설비산업실태조사,퇴직인원 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6611
건설,승인통계,기계설비산업실태조사,표준시장단가 제도에 대한 생각,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6668
건설,승인통계,기계설비산업실태조사,표준시장단가 제도의 폐지[축소]를 희망하는 주된 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6669
건설,승인통계,기계설비산업실태조사,하도급공사에서 안전관리비로 가장 많이 지출되는 항목 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6679
건설,승인통계,기계설비산업실태조사,학력별 종사자 수 (평균),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6608
건설,승인통계,기계설비산업실태조사,해외 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6680
건설,승인통계,기계설비산업실태조사,해외 진출방법,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6596
건설,승인통계,기계설비산업실태조사,해외 진출지역 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6681
건설,승인통계,기계설비산업실태조사,해외 진출형태 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6682
건설,승인통계,기계설비산업실태조사,향후 기계설비산업의 경쟁력 강화를 위하여 필요한 정보 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6627
건설,승인통계,기계설비산업실태조사,향후 필요한 교육훈련 (1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6674
건설,승인통계,기계설비산업실태조사,효과적인 하도급자 보호제도 (복수응답),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=552&hFormId=6661
건설,행정자료,건설공사감리현황(2013년 이후 통계생산 중단),감리용역수행실적현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=46&hFormId=934
건설,행정자료,건설공사감리현황(2013년 이후 통계생산 중단),감리원현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=46&hFormId=954
건설,행정자료,건설공사감리현황(2013년 이후 통계생산 중단),감리전문회사현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=46&hFormId=956
건설,행정자료,건설근로자 퇴직공제 현황,건설근로자_취업자 현황(년도),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=392&hFormId=4236
건설,행정자료,건설근로자 퇴직공제 현황,건설근로자_퇴직공제 가입 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=392&hFormId=3746
건설,행정자료,건설근로자 퇴직공제 현황,건설근로자_피공제자 및 공제금 지급자 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=392&hFormId=3752
건설,행정자료,건설근로자 퇴직공제 현황,건설인력현황_퇴직공제기금적립,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=392&hFormId=3750
건설,행정자료,건설기계 현황 통계,건설기계 현황통계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=476&hFormId=5409
건설,행정자료,건설기술인 및 용역업체 현황,건설기술인 현황(등급별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=506&hFormId=5883
건설,행정자료,건설기술인 및 용역업체 현황,건설기술인 현황(분야별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=506&hFormId=5884
건설,행정자료,건설기술인 및 용역업체 현황,건설기술인 현황(소속업체별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=506&hFormId=5885
건설,행정자료,건설기술인 및 용역업체 현황,건설기술인 현황(자격별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=506&hFormId=5886
건설,행정자료,건설신기술지정현황(연도별),건설신기술지정현황_개발주체별,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=393&hFormId=5804
건설,행정자료,건설신기술지정현황(연도별),건설신기술지정현황_기술분야별,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=393&hFormId=5805
건설,행정자료,건설신기술지정현황(연도별),건설신기술지정현황_연도별,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=393&hFormId=3876
